,Lever position (lp) [ ],Ship speed (v) [knots],Gas Turbine shaft torque (GTT) [kN m],Gas Turbine rate of revolutions (GTn) [rpm],Gas Generator rate of revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN],Port Propeller Torque (Tp) [kN],HP Turbine exit temperature (T48) [C],GT Compressor inlet air temperature (T1) [C],GT Compressor outlet air temperature (T2) [C],HP Turbine exit pressure (P48) [bar],GT Compressor inlet air pressure (P1) [bar],GT Compressor outlet air pressure (P2) [bar],Gas Turbine exhaust gas pressure (Pexh) [bar],Turbine Injecton Control (TIC) [%],Fuel flow (mf) [kg/s],GT Compressor decay state coefficient.,GT Turbine decay state coefficient.
7916,5.14,15,21628.31,1924.341,8479.288,175.276,175.276,689.449,288,632.133,2.084,0.998,10.994,1.027,24.19,0.479,0.988,0.998
7917,9.3,27,72761.919,3560.397,9774.937,645.054,645.054,1112.253,288,787.982,4.501,0.998,22.831,1.049,92.317,1.827,0.953,0.975
7918,8.206,24,50991.652,3087.373,9303.037,438.034,438.034,931.953,288,732.839,3.594,0.998,18.68,1.041,61.191,1.211,0.977,0.977
7919,6.175,18,29795.958,2307.288,8838.523,246.282,246.282,784.331,288,672.749,2.498,0.998,13.183,1.03,34.738,0.688,0.953,0.988
7920,8.206,24,50994.796,3087.55,9320.975,437.973,437.973,928.781,288,736.589,3.566,0.998,18.276,1.041,60.427,1.196,0.957,0.993
7921,2.088,6,3285.674,1380.147,6783.832,28.792,28.792,510.037,288,560.198,1.218,0.998,6.58,1.02,1.399,0.136,0.978,0.981
7922,5.14,15,21636.483,1924.346,8503.196,175.319,175.319,705.179,288,639.068,2.076,0.998,10.976,1.026,24.937,0.494,0.961,0.996
7923,9.3,27,72771.01,3560.413,9773.177,645.093,645.093,1091.969,288,783.081,4.499,0.998,22.589,1.05,90.446,1.79,0.962,0.986
7924,2.088,6,6628.204,1358.816,6813.687,25.005,25.005,627.851,288,578.94,1.317,0.998,7.196,1.019,19.277,0.285,0.954,0.977
7925,4.161,12,14720.481,1547.46,7758.447,113.756,113.756,624.141,288,602.189,1.66,0.998,8.826,1.023,16.442,0.325,0.986,0.999
7926,4.161,12,14723.791,1547.465,7788.414,113.768,113.768,652.793,288,611.315,1.658,0.998,8.959,1.022,17.722,0.351,0.957,0.981
7927,6.175,18,29794.192,2307.333,8831.952,246.25,246.25,781.147,288,671.266,2.5,0.998,13.195,1.03,34.582,0.685,0.959,0.988
7928,7.148,21,38998.992,2678.059,9122.476,332.38,332.38,813.554,288,685.732,2.979,0.998,15.528,1.036,43.266,0.857,0.987,0.991
7929,9.3,27,72776.714,3560.444,9788.341,644.995,644.995,1094.291,288,784.972,4.479,0.998,22.323,1.049,90.245,1.786,0.954,0.994
7930,3.144,9,8380.329,1386.764,7145.196,60.375,60.375,584.785,288,582.479,1.387,0.998,7.426,1.02,12.225,0.242,0.959,0.996
7931,1.138,3,4901.786,1403.835,6678.008,10.566,10.566,564.776,288,561.565,1.272,0.998,6.794,1.019,0.229,0.209,0.995,0.998
7932,1.138,3,3035.763,1415.995,6727.511,11.458,11.458,532.646,288,562.296,1.21,0.998,6.514,1.019,0,0.16,0.961,0.986
7933,3.144,9,8379.601,1386.76,7126.062,60.355,60.355,595.436,288,584.98,1.388,0.998,7.503,1.02,12.661,0.251,0.955,0.985
7934,8.206,24,50993.827,3087.482,9303.16,437.959,437.959,919.458,288,729.653,3.592,0.998,18.536,1.042,60.168,1.191,0.983,0.985
7935,9.3,27,72781.493,3560.429,9781.721,645.171,645.171,1077.654,288,780.431,4.485,0.998,22.229,1.05,88.838,1.759,0.964,1
7936,6.175,18,29793.981,2307.324,8830.531,246.249,246.249,770.997,288,668.248,2.501,0.998,13.127,1.03,33.975,0.673,0.966,0.994
7937,3.144,9,8374.573,1386.732,7034.328,60.302,60.302,577.155,288,576.211,1.393,0.998,7.522,1.021,11.979,0.237,0.996,0.985
7938,5.14,15,21633.902,1924.317,8488.637,175.269,175.269,720.588,288,641.944,2.081,0.998,11.156,1.026,25.824,0.511,0.961,0.98
7939,3.144,9,8379.753,1386.761,7132.285,60.363,60.363,588.766,288,583.214,1.388,0.998,7.461,1.02,12.391,0.245,0.959,0.991
7940,4.161,12,14725.298,1547.473,7816.227,113.788,113.788,648.081,288,611.138,1.655,0.998,8.882,1.022,17.477,0.346,0.952,0.989
7941,9.3,27,72754.244,3560.35,9721.819,644.66,644.66,1058.282,288,771.255,4.557,0.998,23.084,1.052,88.476,1.751,1,0.977
7942,6.175,18,29792.945,2307.366,8827.551,246.248,246.248,777.432,288,669.822,2.502,0.998,13.191,1.03,34.382,0.681,0.964,0.989
7943,9.3,27,72763.515,3560.401,9779.311,644.963,644.963,1114.887,288,788.949,4.496,0.998,22.784,1.049,92.448,1.83,0.95,0.976
7944,3.144,9,8373.238,1386.717,7000.812,60.275,60.275,583.361,288,576.816,1.394,0.998,7.597,1.02,12.249,0.242,1,0.975
7945,4.161,12,14717.479,1547.442,7699.955,113.729,113.729,638.632,288,603.833,1.666,0.998,9.021,1.023,17.179,0.34,0.994,0.978
7946,5.14,15,21622.67,1924.317,8457.627,175.198,175.198,697.586,288,632.235,2.091,0.998,11.166,1.027,24.727,0.489,0.998,0.984
7947,2.088,6,3196.768,1377.826,6832.181,28.377,28.377,503.528,288,559.932,1.213,0.998,6.49,1.02,2.746,0.131,0.969,0.993
7948,7.148,21,38979.604,2678.082,9138.02,332.096,332.096,828.055,288,693.679,2.957,0.998,15.369,1.035,43.942,0.87,0.959,0.995
7949,7.148,21,38990.03,2678.074,9127.585,332.298,332.298,830.768,288,691.919,2.971,0.998,15.573,1.035,44.348,0.878,0.97,0.985
7950,8.206,24,50993.487,3087.475,9305.836,438.061,438.061,908.788,288,727.565,3.587,0.998,18.359,1.042,59.218,1.172,0.985,0.994
7951,9.3,27,72757.608,3560.369,9736.954,644.969,644.969,1074.079,288,776.115,4.541,0.998,23.019,1.051,89.643,1.775,0.986,0.976
7952,3.144,9,8374.672,1386.731,7038.216,60.294,60.294,571.535,288,574.674,1.393,0.998,7.488,1.021,11.747,0.233,1,0.99
7953,1.138,3,1633.156,1397.314,6708.84,10.306,10.306,491.292,288,555.161,1.155,0.998,6.218,1.019,0,0.112,0.961,0.984
7954,8.206,24,50990.867,3087.34,9296.064,438.037,438.037,918.881,288,727.765,3.603,0.998,18.672,1.042,60.313,1.194,0.992,0.98
7955,1.138,3,4414.626,1386.577,6641.112,9.645,9.645,572.213,288,563.791,1.254,0.998,6.809,1.019,4.47,0.212,0.986,0.979
7956,9.3,27,72776.872,3560.431,9774.6,644.886,644.886,1078.479,288,779.991,4.495,0.998,22.38,1.05,89.113,1.764,0.967,0.995
7957,2.088,6,2851.33,1368.731,6723.192,26.66,26.66,496.784,288,555.092,1.202,0.998,6.524,1.02,6.706,0.126,0.997,0.976
7958,4.161,12,14723.238,1547.467,7791.731,113.786,113.786,638.161,288,607.418,1.657,0.998,8.86,1.023,17.052,0.338,0.966,0.993
7959,1.138,3,5643.836,1397.14,6678.686,10.215,10.215,592.729,288,566.616,1.294,0.998,6.951,1.019,0.518,0.24,0.987,0.993
7960,9.3,27,72776.404,3560.398,9748.311,644.907,644.907,1043.675,288,769.315,4.524,0.998,22.432,1.052,86.443,1.711,0.995,1
7961,1.138,3,7107.82,1341.276,6710.095,7.172,7.172,667.124,288,578.945,1.319,0.998,7.161,1.019,22.211,0.333,0.951,0.988
7962,6.175,18,29762.522,2306.859,8807.891,245.918,245.918,785.776,288,670.505,2.508,0.998,13.349,1.03,34.974,0.692,0.971,0.978
7963,1.138,3,2045.432,1393.24,6661.942,9.904,9.904,483.535,288,548.774,1.171,0.998,6.242,1.019,0.934,0.113,0.996,0.996
7964,5.14,15,21634.393,1924.331,8493.918,175.32,175.32,710.26,288,639.568,2.079,0.998,11.058,1.026,25.25,0.5,0.964,0.989
7965,8.206,24,50993.711,3087.474,9305.884,437.999,437.999,929.007,288,732.787,3.589,0.998,18.59,1.041,60.873,1.205,0.975,0.981
7966,6.175,18,29790.036,2307.494,8818.196,246.181,246.181,784.074,288,670.883,2.505,0.998,13.29,1.03,34.835,0.69,0.966,0.982
7967,9.3,27,72762.827,3560.396,9768.261,645.032,645.032,1102.285,288,785.12,4.508,0.998,22.821,1.049,91.553,1.812,0.96,0.977
7968,8.206,24,50996.178,3087.551,9312.914,438.124,438.124,941.56,288,737.712,3.582,0.998,18.605,1.041,61.718,1.222,0.961,0.978
7969,7.148,21,38981.422,2678.085,9137.065,332.201,332.201,821.698,288,691.613,2.959,0.998,15.335,1.035,43.526,0.862,0.964,0.998
7970,9.3,27,72763.616,3560.389,9750.924,644.979,644.979,1080.343,288,778.586,4.525,0.998,22.85,1.05,89.906,1.78,0.977,0.98
7971,1.138,3,3967.871,1310.521,6680.675,5.417,5.417,581.387,288,563.832,1.221,0.998,6.578,1.019,32.602,0.243,0.961,0.994
7972,4.161,12,14718.772,1547.454,7734.656,113.723,113.723,621.895,288,600.612,1.662,0.998,8.852,1.023,16.363,0.324,0.995,0.997
7973,3.144,9,8378.091,1386.751,7091.962,60.346,60.346,597.93,288,584.48,1.39,0.998,7.557,1.02,12.779,0.253,0.962,0.978
7974,1.138,3,1144.456,1378.42,6673.349,9.059,9.059,460.73,288,545.857,1.133,0.998,6.036,1.019,0,0.084,0.985,0.996
7975,6.175,18,29796.205,2307.271,8839.416,246.283,246.283,780.005,288,671.598,2.498,0.998,13.146,1.03,34.472,0.683,0.955,0.991
7976,5.14,15,21630.885,1924.32,8480.833,175.272,175.272,711.846,288,638.672,2.083,0.998,11.138,1.026,25.393,0.503,0.972,0.983
7977,7.148,21,38997.129,2678.062,9122.806,332.281,332.281,822.48,288,688.383,2.978,0.998,15.593,1.036,43.878,0.869,0.981,0.986
7978,9.3,27,72773.064,3560.389,9746.202,644.993,644.993,1050.006,288,770.744,4.528,0.998,22.551,1.051,87.107,1.724,0.993,0.995
7979,4.161,12,14717.808,1547.448,7716.231,113.739,113.739,624.375,288,600.563,1.664,0.998,8.9,1.023,16.5,0.327,0.999,0.992
7980,7.148,21,38991.579,2678.071,9126.64,332.238,332.238,827.749,288,690.824,2.972,0.998,15.566,1.035,44.16,0.874,0.973,0.986
7981,1.138,3,7101.325,1379.603,6721.399,9.326,9.326,650.746,288,577.737,1.33,0.998,7.19,1.019,1.834,0.305,0.959,0.99
7982,5.14,15,21625.687,1924.321,8466.713,175.249,175.249,699.706,288,633.775,2.088,0.998,11.132,1.027,24.802,0.491,0.99,0.986
7983,1.138,3,3445.962,1311.86,6642.573,5.514,5.514,580.426,288,564.34,1.205,0.998,6.589,1.019,32.972,0.235,0.96,0.978
7984,9.3,27,72763.171,3560.372,9734.168,644.749,644.749,1057.36,288,771.764,4.543,0.998,22.86,1.051,88.105,1.744,0.995,0.984
7985,7.148,21,39007.982,2678.008,9115.57,332.495,332.495,821.098,288,686.237,2.988,0.998,15.711,1.036,43.936,0.87,0.991,0.981
7986,7.148,21,38980.283,2678.079,9137.011,332.157,332.157,830.061,288,694.011,2.959,0.998,15.402,1.035,44.101,0.873,0.959,0.993
7987,8.206,24,50993.156,3087.457,9301.509,437.95,437.95,903.56,288,725.118,3.593,0.998,18.388,1.042,58.907,1.166,0.993,0.994
7988,3.144,9,8376.529,1386.742,7074.092,60.316,60.316,574.779,288,576.939,1.391,0.998,7.46,1.021,11.86,0.235,0.987,0.993
7989,1.138,3,418.06,1353.983,6727.414,7.788,7.788,450.873,288,547.332,1.101,0.998,5.858,1.019,2.415,0.07,0.954,0.997
7990,1.138,3,3416.832,1336.728,6615.851,6.739,6.739,550.799,288,556.845,1.21,0.998,6.543,1.019,22.867,0.204,0.991,0.987
7991,1.138,3,1049.861,1355.093,6636.735,7.755,7.755,468.755,288,546.524,1.128,0.998,6.061,1.019,7.625,0.096,0.985,0.987
7992,3.144,9,8380.049,1386.762,7132.786,60.363,60.363,598.103,288,586.015,1.388,0.998,7.508,1.02,12.762,0.253,0.951,0.984
7993,4.161,12,14722.095,1547.459,7765.488,113.774,113.774,648.158,288,609.118,1.66,0.998,8.969,1.022,17.538,0.347,0.967,0.981
7994,2.088,6,3910.549,1344.829,6775.019,22.407,22.407,552.079,288,565.735,1.231,0.998,6.712,1.019,22.548,0.198,0.966,0.976
7995,5.14,15,21626.849,1924.332,8472.96,175.219,175.219,693.097,288,632.533,2.086,0.998,11.053,1.027,24.416,0.483,0.99,0.993
7996,1.138,3,651.129,1346.818,6641.606,7.373,7.373,472.445,288,549.286,1.111,0.998,6.029,1.019,10.674,0.097,0.967,0.976
7997,1.138,3,4821.812,1382.532,6640.815,9.411,9.411,584.791,288,565.619,1.266,0.998,6.884,1.019,4.63,0.227,0.985,0.979
7998,3.144,9,8377.779,1386.75,7099.802,60.339,60.339,574.702,288,577.834,1.39,0.998,7.428,1.021,11.843,0.234,0.98,0.997
7999,2.088,6,3204.362,1378.662,6789.663,28.517,28.517,507.953,288,560.156,1.215,0.998,6.561,1.02,2.199,0.134,0.976,0.982
8000,7.148,21,38980.045,2678.085,9135.424,332.19,332.19,845.077,288,697.921,2.96,0.998,15.548,1.035,45.158,0.894,0.952,0.983
8001,6.175,18,29790.135,2307.478,8816.633,246.241,246.241,762.752,288,664.664,2.506,0.998,13.141,1.031,33.548,0.664,0.98,0.995
8002,6.175,18,29761.134,2306.829,8783.034,245.978,245.978,770.351,288,663.914,2.517,0.998,13.372,1.031,34.179,0.677,0.997,0.98
8003,1.138,3,4008.62,1412.165,6688.173,11.132,11.132,550.747,288,561.998,1.244,0.998,6.692,1.019,0,0.186,0.982,0.989
8004,1.138,3,2822.091,1412.268,6707.687,11.136,11.136,513.823,288,556.701,1.202,0.998,6.426,1.019,0,0.144,0.978,0.994
8005,4.161,12,14724.699,1547.473,7814.013,113.807,113.807,638.789,288,608.478,1.655,0.998,8.827,1.022,17.056,0.338,0.959,0.996
8006,5.14,15,21625.709,1924.334,8470.141,175.219,175.219,688.735,288,630.996,2.087,0.998,11.038,1.027,24.19,0.479,0.995,0.995
8007,9.3,27,72761.439,3560.389,9768.988,644.926,644.926,1106.412,288,786.147,4.508,0.998,22.864,1.049,91.924,1.82,0.958,0.975
8008,3.144,9,8378.918,1386.756,7119.863,60.358,60.358,579.871,288,580.103,1.389,0.998,7.431,1.02,12.041,0.238,0.97,0.996
8009,2.088,6,4921.223,1344.398,6793.495,22.367,22.367,582.024,288,570.893,1.263,0.998,6.885,1.019,23.974,0.234,0.96,0.978
8010,4.161,12,14717.568,1547.442,7700.184,113.733,113.733,639.954,288,604.204,1.666,0.998,9.03,1.023,17.24,0.341,0.993,0.977
8011,6.175,18,29764.571,2306.839,8808.525,246.01,246.01,755.974,288,662.048,2.508,0.998,13.127,1.031,33.158,0.656,0.989,0.997
8012,9.3,27,72760.413,3560.371,9731.17,644.702,644.702,1058.055,288,771.751,4.547,0.998,22.921,1.052,88.242,1.747,0.996,0.982
8013,9.3,27,72774.209,3560.429,9781.98,644.799,644.799,1094.254,288,784.379,4.488,0.998,22.449,1.049,90.421,1.79,0.957,0.99
8014,1.138,3,3471.532,1410.902,6682.3,11.011,11.011,528.203,288,557.266,1.226,0.998,6.555,1.019,0,0.163,0.99,0.994
8015,1.138,3,1030.41,1380.421,6748.17,9.298,9.298,466.293,288,550.639,1.128,0.998,5.993,1.019,0,0.087,0.955,0.999
8016,9.3,27,72780.136,3560.421,9774.141,644.887,644.887,1069.769,288,777.851,4.494,0.998,22.275,1.05,88.288,1.748,0.971,1
8017,4.161,12,14719.232,1547.449,7725.805,113.751,113.751,642.652,288,605.994,1.663,0.998,9.002,1.023,17.333,0.343,0.983,0.979
8018,6.175,18,29792.261,2307.397,8825.596,246.206,246.206,782.855,288,671.191,2.503,0.998,13.241,1.03,34.72,0.687,0.962,0.985
8019,3.144,9,8376.603,1386.742,7078.217,60.33,60.33,567.998,288,575.044,1.391,0.998,7.42,1.021,11.581,0.229,0.992,0.999
8020,2.088,6,4242.258,1391.686,6778.237,30.983,30.983,534.154,288,563.425,1.254,0.998,6.779,1.02,0,0.165,0.984,0.981
8021,7.148,21,38995.529,2678.073,9125.426,332.354,332.354,810.865,288,685.666,2.975,0.998,15.454,1.036,43.018,0.852,0.985,0.995
8022,2.088,6,4365.055,1344.443,6852.59,22.372,22.372,557.308,288,567.955,1.244,0.998,6.68,1.019,23.02,0.207,0.952,0.994
8023,4.161,12,14718.414,1547.453,7729.859,113.742,113.742,618.502,288,599.471,1.663,0.998,8.838,1.023,16.21,0.321,0.999,0.999
8024,2.088,6,6947.981,1374.629,6793.661,27.865,27.865,599.435,288,570.21,1.332,0.998,7.145,1.02,9.823,0.261,0.989,0.996
8025,9.3,27,72760.98,3560.373,9738.384,644.875,644.875,1068.356,288,774.784,4.539,0.998,22.923,1.051,89.061,1.763,0.988,0.98
8026,8.206,24,50994.312,3087.494,9307.879,438.018,438.018,934.515,288,734.683,3.587,0.998,18.614,1.041,61.27,1.213,0.97,0.979
8027,1.138,3,3735.452,1309.311,6683.895,5.365,5.365,577.208,288,563.687,1.213,0.998,6.545,1.019,32.925,0.237,0.958,0.993
8028,4.161,12,14719.645,1547.455,7742.187,113.757,113.757,628.322,288,602.705,1.662,0.998,8.881,1.023,16.654,0.33,0.988,0.993
8029,9.3,27,72766.622,3560.397,9749.664,644.815,644.815,1070.458,288,776.07,4.526,0.998,22.747,1.051,88.989,1.762,0.982,0.985
8030,8.206,24,50997.711,3087.62,9318.553,438.112,438.112,944.863,288,739.97,3.574,0.998,18.535,1.041,61.836,1.224,0.953,0.98
8031,5.14,15,21629.174,1924.313,8474.397,175.258,175.258,714.172,288,638.662,2.085,0.998,11.189,1.026,25.546,0.506,0.975,0.979
8032,6.175,18,29761.648,2306.84,8789.112,245.949,245.949,770.137,288,664.394,2.515,0.998,13.337,1.031,34.132,0.676,0.993,0.982
8033,6.175,18,29794.521,2307.32,8832.923,246.238,246.238,778.444,288,670.583,2.5,0.998,13.17,1.03,34.413,0.681,0.96,0.99
8034,3.144,9,8375.512,1386.736,7057.558,60.313,60.313,567.753,288,574.234,1.392,0.998,7.444,1.021,11.582,0.229,0.998,0.996
8035,9.3,27,72782.308,3560.43,9784.978,645.181,645.181,1081.073,288,781.55,4.481,0.998,22.21,1.05,89.076,1.763,0.961,1
8036,8.206,24,50993.484,3087.469,9300.185,438.077,438.077,912.769,288,727.184,3.596,0.998,18.52,1.042,59.702,1.182,0.99,0.987
8037,2.088,6,4107.349,1390.491,6807.667,30.765,30.765,528.817,288,563.336,1.248,0.998,6.71,1.02,0,0.159,0.977,0.987
8038,2.088,6,6978.086,1378.135,6737.848,28.523,28.523,614.558,288,572.429,1.336,0.998,7.295,1.02,8.327,0.272,0.993,0.976
8039,6.175,18,29790.871,2307.467,8821.68,246.189,246.189,793.885,288,673.963,2.504,0.998,13.344,1.03,35.406,0.701,0.958,0.977
8040,5.14,15,21633.784,1924.331,8491.991,175.296,175.296,709.208,288,639.072,2.08,0.998,11.061,1.026,25.202,0.499,0.966,0.989
8041,2.088,6,5450.557,1346.916,6841.434,22.84,22.84,590.263,288,573.009,1.278,0.998,6.902,1.019,23.027,0.246,0.952,0.989
8042,8.206,24,50993.547,3087.482,9306.926,437.945,437.945,910.108,288,728.182,3.585,0.998,18.352,1.042,59.296,1.174,0.983,0.994
8043,9.3,27,72780.745,3560.43,9779.549,644.843,644.843,1075.386,288,779.689,4.487,0.998,22.242,1.05,88.68,1.755,0.966,1
8044,3.144,9,8373.309,1386.717,7002.935,60.286,60.286,583.796,288,577.023,1.394,0.998,7.597,1.02,12.265,0.243,0.999,0.975
8045,8.206,24,50994.196,3087.524,9317.687,438.049,438.049,920.196,288,733.543,3.569,0.998,18.245,1.041,59.82,1.184,0.965,0.996
8046,6.175,18,29761.508,2306.838,8788.101,245.943,245.943,771.239,288,664.618,2.515,0.998,13.351,1.031,34.204,0.677,0.993,0.981
8047,8.206,24,50994.634,3087.542,9319.278,438.111,438.111,926.697,288,735.615,3.568,0.998,18.287,1.041,60.306,1.194,0.96,0.993
8048,1.138,3,452.476,1354.741,6719.134,7.809,7.809,449.355,288,546.437,1.102,0.998,5.862,1.019,2.038,0.069,0.959,0.998
8049,9.3,27,72767.535,3560.398,9750.539,644.837,644.837,1069.586,288,775.918,4.524,0.998,22.72,1.051,88.884,1.759,0.982,0.986
8050,7.148,21,38999.699,2678.066,9123.155,332.295,332.295,802.804,288,682.782,2.979,0.998,15.43,1.036,42.503,0.842,0.993,0.998
8051,6.175,18,29762.229,2306.815,8806.65,245.92,245.92,777.12,288,667.942,2.508,0.998,13.292,1.03,34.457,0.682,0.977,0.983
8052,7.148,21,38987.282,2678.084,9128.388,332.177,332.177,847.552,288,696.904,2.969,0.998,15.691,1.035,45.477,0.9,0.959,0.976
8053,4.161,12,14718.729,1547.447,7717.292,113.741,113.741,642.189,288,605.519,1.664,0.998,9.014,1.023,17.322,0.343,0.986,0.978
8054,4.161,12,14719.869,1547.45,7732.681,113.75,113.75,645.339,288,607.01,1.663,0.998,9.007,1.022,17.448,0.345,0.979,0.978
8055,9.3,27,72774.918,3560.402,9754.663,645.137,645.137,1056.661,288,773.034,4.518,0.998,22.479,1.051,87.537,1.733,0.986,0.996
8056,2.088,6,5358.502,1394.965,6769.481,31.633,31.633,562.99,288,566.998,1.291,0.998,6.992,1.02,0,0.201,0.989,0.981
8057,5.14,15,21625.034,1924.305,8460.59,175.237,175.237,712.387,288,636.723,2.09,0.998,11.252,1.026,25.513,0.505,0.986,0.975
8058,2.088,6,5898.555,1350.01,6835.747,23.403,23.403,603.903,288,575.198,1.292,0.998,7.001,1.019,22.264,0.261,0.952,0.986
8059,9.3,27,72761.969,3560.395,9772.56,644.966,644.966,1109.91,288,787.246,4.504,0.998,22.844,1.049,92.16,1.824,0.955,0.975
8060,7.148,21,38977.062,2678.077,9138.963,332.158,332.158,841.313,288,697.714,2.955,0.998,15.456,1.035,44.828,0.888,0.95,0.988
8061,1.138,3,761.647,1363.422,6654.782,8.314,8.314,470.147,288,550.147,1.117,0.998,6.055,1.019,1.952,0.088,0.966,0.976
8062,9.3,27,72774.751,3560.415,9761.74,645.089,645.089,1067.079,288,776.153,4.51,0.998,22.479,1.051,88.359,1.749,0.978,0.994
8063,6.175,18,29767.014,2307.044,8811.305,245.984,245.984,788.999,288,671.71,2.507,0.998,13.357,1.03,35.152,0.696,0.967,0.977
8064,5.14,15,21636.436,1924.343,8502.288,175.285,175.285,706.125,288,639.246,2.076,0.998,10.987,1.026,24.991,0.495,0.961,0.995
8065,2.088,6,4858.975,1394.28,6806.126,31.502,31.502,546.455,288,565.528,1.274,0.998,6.846,1.02,0,0.182,0.981,0.989
8066,5.14,15,21628.732,1924.327,8476.817,175.282,175.282,700.921,288,635.16,2.085,0.998,11.086,1.026,24.823,0.491,0.982,0.989
8067,2.088,6,6171.955,1390.636,6830.461,30.851,30.851,576.516,288,569.626,1.313,0.998,7.017,1.02,0,0.224,0.979,0.998
8068,3.144,9,8379.594,1386.759,7122.953,60.359,60.359,598.811,288,585.87,1.388,0.998,7.524,1.02,12.796,0.253,0.953,0.982
8069,1.138,3,6892.364,1344.155,6656.683,7.255,7.255,658.213,288,575.279,1.315,0.998,7.177,1.019,21.206,0.324,0.969,0.982
8070,9.3,27,72765.798,3560.39,9752.69,645.096,645.096,1078.577,288,778.279,4.523,0.998,22.795,1.05,89.693,1.776,0.977,0.982
8071,1.138,3,3929.189,1352.014,6609.008,7.605,7.605,561.981,288,558.943,1.23,0.998,6.672,1.019,17.012,0.213,0.995,0.983
8072,7.148,21,38999.242,2678.068,9123.654,332.388,332.388,801.828,288,682.618,2.978,0.998,15.414,1.036,42.424,0.84,0.993,0.999
8073,7.148,21,38988.33,2678.074,9129.062,332.266,332.266,831.084,288,692.369,2.969,0.998,15.55,1.035,44.338,0.878,0.968,0.986
8074,5.14,15,21628.207,1924.325,8474.985,175.236,175.236,701.36,288,635.097,2.085,0.998,11.098,1.026,24.855,0.492,0.983,0.988
8075,5.14,15,21624.389,1924.306,8459.663,175.222,175.222,711.871,288,636.482,2.09,0.998,11.253,1.026,25.489,0.505,0.987,0.975
8076,4.161,12,14722.699,1547.461,7774.313,113.764,113.764,648.657,288,609.612,1.659,0.998,8.957,1.022,17.551,0.347,0.964,0.982
8077,6.175,18,29763.642,2306.811,8807.465,245.984,245.984,758.584,288,662.709,2.509,0.998,13.151,1.031,33.323,0.66,0.988,0.995
8078,4.161,12,14723.205,1547.464,7782.891,113.776,113.776,647.817,288,609.728,1.658,0.998,8.937,1.022,17.503,0.346,0.962,0.984
8079,3.144,9,8379.14,1386.757,7113.701,60.359,60.359,596.96,288,584.985,1.389,0.998,7.526,1.02,12.728,0.252,0.957,0.982
8080,7.148,21,38977.355,2678.079,9138.456,332.161,332.161,842.338,288,697.883,2.956,0.998,15.473,1.035,44.908,0.889,0.95,0.987
8081,3.144,9,8376.288,1386.741,7065.234,60.325,60.325,582.028,288,578.788,1.391,0.998,7.509,1.02,12.158,0.241,0.983,0.986
8082,6.175,18,29767.382,2306.949,8810.699,245.974,245.974,755.429,288,662.077,2.508,0.998,13.112,1.031,33.115,0.656,0.988,0.998
8083,7.148,21,38981.915,2678.084,9136.574,332.091,332.091,821.028,288,691.3,2.96,0.998,15.339,1.035,43.49,0.861,0.965,0.998
8084,2.088,6,6833.46,1365.241,6795.295,26.144,26.144,596.636,288,569.18,1.326,0.998,7.096,1.02,14.504,0.262,0.989,0.999
8085,4.161,12,14724.277,1547.468,7800.176,113.773,113.773,646.163,288,609.968,1.656,0.998,8.897,1.022,17.408,0.345,0.958,0.988
8086,5.14,15,21635.005,1924.329,8495,175.292,175.292,713.77,288,640.675,2.079,0.998,11.076,1.026,25.432,0.503,0.961,0.987
8087,9.3,27,72759.855,3560.379,9755.931,645.021,645.021,1093.797,288,782.188,4.521,0.998,22.935,1.05,91.068,1.803,0.969,0.975
8088,2.088,6,3238.426,1378.333,6863.741,28.478,28.478,502.193,288,560.378,1.214,0.998,6.458,1.02,2.554,0.13,0.963,1
8089,7.148,21,39005.182,2678.023,9116.941,332.354,332.354,824.708,288,687.603,2.985,0.998,15.715,1.036,44.156,0.874,0.987,0.98
8090,5.14,15,21635.978,1924.317,8494.581,175.303,175.303,726.869,288,644.325,2.079,0.998,11.167,1.026,26.13,0.517,0.953,0.978
8091,1.138,3,1154.34,1316.506,6692.598,5.733,5.733,495.073,288,551.46,1.126,0.998,6.037,1.019,24.879,0.137,0.957,0.995
8092,1.138,3,379.88,1355.375,6683.916,7.915,7.915,464.017,288,550.985,1.1,0.998,5.963,1.019,3.879,0.079,0.95,0.976
8093,1.138,3,2856.373,1414.549,6724.528,11.354,11.354,525.67,288,560.88,1.203,0.998,6.472,1.019,0,0.152,0.963,0.987
8094,4.161,12,14722.536,1547.463,7779.135,113.778,113.778,640.7,288,607.618,1.658,0.998,8.897,1.022,17.182,0.34,0.968,0.989
8095,3.144,9,8379.728,1386.76,7128.912,60.363,60.363,593.354,288,584.463,1.388,0.998,7.489,1.02,12.576,0.249,0.956,0.987
