,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
30455,toyota,camry,9850,2008,with mileage,289000.0,petrol,3500.0,gray,auto,front-wheel drive,D
30456,audi,a6,13400,2010,with mileage,300000.0,diesel,1968.0,black,auto,front-wheel drive,E
30457,citroen,c5,4300,2002,with mileage,320000.0,diesel,2000.0,silver,auto,front-wheel drive,D
30458,ford,mondeo,1850,1999,with mileage,495000.0,diesel,1800.0,white,mechanics,front-wheel drive,D
30459,audi,a8,7000,2003,with mileage,350000.0,petrol,4200.0,black,auto,all-wheel drive,F
30460,audi,a4,15600,2014,with mileage,171000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
30461,peugeot,508,10100,2011,with mileage,305000.0,diesel,1600.0,black,auto,front-wheel drive,D
30462,volvo,s40,2550,1997,with mileage,322222.0,diesel,1900.0,blue,mechanics,front-wheel drive,C
30463,mercedes-benz,e-klass,1000,1986,with mileage,350000.0,diesel,2000.0,gray,mechanics,rear drive,E
30464,opel,vectra,800,1998,with damage,260000.0,diesel,2000.0,black,mechanics,front-wheel drive,D
30465,mazda,cx-7,7500,2008,with mileage,209606.0,petrol,2300.0,red,auto,part-time four-wheel drive,J
30466,peugeot,107,4300,2009,with mileage,112000.0,petrol,1000.0,white,mechanics,front-wheel drive,A
30467,ssangyong,musso,4400,2000,with mileage,195000.0,diesel,2900.0,blue,mechanics,part-time four-wheel drive,
30468,mercedes-benz,e-klass,19999,2012,with mileage,68000.0,petrol,1800.0,brown,auto,rear drive,E
30469,mercedes-benz,s-klass,2000,2003,for parts,270000.0,diesel,3200.0,black,auto,rear drive,S
30470,mitsubishi,grandis,6400,2005,with mileage,305000.0,diesel,2000.0,black,mechanics,front-wheel drive,M
30471,toyota,rav4,19100,2015,with mileage,57000.0,petrol,2500.0,red,auto,part-time four-wheel drive,J
30472,toyota,sienna,11550,2007,with mileage,193120.8,petrol,3500.0,gray,auto,front-wheel drive,
30473,audi,q7,11000,2006,with mileage,260000.0,petrol,4200.0,black,auto,all-wheel drive,J
30474,mazda,3,4300,2006,with mileage,357000.0,petrol,1600.0,other,mechanics,front-wheel drive,C
30475,volkswagen,golf,2200,1998,with mileage,232000.0,diesel,1900.0,white,mechanics,front-wheel drive,C
30476,audi,a6,9700,2007,with mileage,300000.0,diesel,2000.0,blue,mechanics,front-wheel drive,E
30477,mazda,cx-7,9200,2008,with mileage,139834.0,petrol,2300.0,burgundy,auto,all-wheel drive,J
30478,nissan,primera,1000,1994,with mileage,5.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
30479,opel,astra,6900,2010,with mileage,203000.0,diesel,1300.0,gray,mechanics,front-wheel drive,C
30480,mercedes-benz,e-klass,1800,1980,with mileage,375000.0,diesel,2400.0,green,mechanics,rear drive,E
30481,ford,mondeo,8390,2011,with mileage,230000.0,diesel,2000.0,gray,auto,front-wheel drive,D
30482,lada-vaz,2131-niva,3000,2011,with mileage,120000.0,petrol,1700.0,green,mechanics,part-time four-wheel drive,J
30483,mercedes-benz,c-klass,2044,2000,with mileage,300000.0,diesel,2200.0,silver,auto,rear drive,D
30484,daewoo,espero,1200,1996,with mileage,333669.0,petrol,2000.0,other,mechanics,front-wheel drive,D
30485,mazda,cx-7,7800,2007,with mileage,130000.0,petrol,2300.0,red,auto,part-time four-wheel drive,J
30486,hyundai,i10,3900,2009,with mileage,133000.0,petrol,1111.0,blue,mechanics,front-wheel drive,
30487,ford,transit-connect,5900,2007,for parts,100000.0,diesel,2500.0,gray,mechanics,rear drive,
30488,toyota,prius-c,13000,2015,with mileage,48000.0,petrol,1500.0,white,auto,front-wheel drive,B
30489,nissan,murano,7050,2006,with mileage,233700.0,petrol,3500.0,burgundy,auto,part-time four-wheel drive,J
30490,volvo,s40,8500,2009,with mileage,215000.0,petrol,1600.0,black,mechanics,front-wheel drive,C
30491,mercedes-benz,mb,1200,1992,with mileage,222.0,diesel,2400.0,white,mechanics,front-wheel drive,
30492,citroen,c4,8550,2012,with mileage,93000.0,petrol,1600.0,gray,auto,front-wheel drive,C
30493,volkswagen,polo-sedan,9032,2016,with mileage,83900.0,petrol,1600.0,black,auto,front-wheel drive,B
30494,peugeot,607,4250,2003,with mileage,347000.0,diesel,2000.0,blue,mechanics,front-wheel drive,E
30495,suzuki,vitara,4400,1998,with mileage,265000.0,petrol,2000.0,black,mechanics,all-wheel drive,
30496,cadillac,srx,7500,2007,with mileage,221500.0,petrol,4600.0,silver,auto,all-wheel drive,
30497,opel,astra,3500,1998,with mileage,350000.0,diesel,1700.0,blue,mechanics,front-wheel drive,C
30498,bmw,3-seriya,10600,2009,with mileage,130000.0,petrol,2000.0,black,auto,rear drive,D
30499,mazda,626,400,1989,with mileage,400000.0,petrol,2000.0,silver,mechanics,front-wheel drive,C
30500,bmw,3-seriya,2300,1995,with mileage,440000.0,diesel,2500.0,burgundy,mechanics,rear drive,D
30501,volvo,xc90,9950,2006,with mileage,230000.0,petrol,4400.0,silver,auto,all-wheel drive,J
30502,rover,600,1700,1996,with mileage,380000.0,diesel,2000.0,green,mechanics,front-wheel drive,E
30503,bmw,5-seriya,11500,2006,with mileage,202000.0,diesel,2500.0,black,auto,rear drive,E
30504,volkswagen,golf,1000,1991,with mileage,225983.0,petrol,1400.0,white,mechanics,front-wheel drive,C
30505,lexus,rx,27300,2013,with mileage,65000.0,petrol,3500.0,gray,auto,all-wheel drive,J
30506,dacia,logan,8500,2017,with mileage,137000.0,diesel,1500.0,gray,mechanics,front-wheel drive,B
30507,hyundai,lantra,1200,1996,with mileage,267400.0,petrol,1600.0,green,mechanics,front-wheel drive,C
30508,opel,omega,2300,1999,with mileage,366000.0,petrol,2000.0,silver,mechanics,rear drive,E
30509,toyota,rav4,6500,2001,with mileage,302000.0,petrol,2000.0,black,auto,all-wheel drive,J
30510,mazda,protege,1850,2003,with mileage,230000.0,petrol,2000.0,red,auto,front-wheel drive,
30511,mazda,626,2700,1998,with mileage,350000.0,diesel,2000.0,green,mechanics,front-wheel drive,C
30512,bmw,3-seriya,2710,1996,with mileage,246.0,petrol,1800.0,purple,mechanics,rear drive,D
30513,renault,scenic,3000,2001,with mileage,297457.0,diesel,1900.0,green,mechanics,front-wheel drive,M
30514,audi,a6-allroad,5800,2001,with mileage,272000.0,petrol,2700.0,black,auto,all-wheel drive,E
30515,porsche,panamera,28450,2010,with mileage,125000.0,petrol,4800.0,white,auto,all-wheel drive,S
30516,renault,espace,7100,2005,with mileage,238000.0,diesel,2200.0,gray,mechanics,front-wheel drive,J
30517,volkswagen,golf,5800,2008,with mileage,286241.0,diesel,1900.0,red,mechanics,front-wheel drive,C
30518,renault,laguna,3100,2003,with mileage,235000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D
30519,citroen,c5,3890,2002,with mileage,280000.0,diesel,2200.0,black,auto,front-wheel drive,D
30520,volkswagen,passat,11899,2011,with mileage,278433.0,diesel,2000.0,silver,mechanics,front-wheel drive,D
30521,skoda,fabia,3500,2002,with mileage,230000.0,petrol,1400.0,green,mechanics,front-wheel drive,B
30522,hyundai,sonata,4753,2006,with mileage,261000.0,petrol,2400.0,other,mechanics,front-wheel drive,D
30523,opel,omega,2350,1996,with mileage,350000.0,petrol,2000.0,blue,mechanics,rear drive,E
30524,bmw,7-seriya,10500,2004,with mileage,221000.0,diesel,3000.0,black,auto,rear drive,F
30525,toyota,camry,9350,2009,with mileage,240000.0,petrol,2500.0,silver,auto,front-wheel drive,D
30526,lada-vaz,granta,3945,2012,with mileage,92089.0,petrol,1600.0,gray,mechanics,front-wheel drive,B
30527,fiat,ulysse,3200,1998,with mileage,370000.0,petrol,2000.0,blue,mechanics,front-wheel drive,M
30528,renault,laguna,1500,1994,with mileage,200000.0,petrol,1800.0,purple,mechanics,front-wheel drive,D
30529,renault,latitude,8700,2011,with mileage,111000.0,petrol,2000.0,white,auto,front-wheel drive,
30530,volkswagen,golf,4600,2001,with mileage,326000.0,diesel,1900.0,black,mechanics,front-wheel drive,C
30531,opel,vectra,1700,1997,with mileage,30000.0,diesel,2000.0,white,mechanics,front-wheel drive,D
30532,mitsubishi,carisma,2139,2000,with mileage,264500.0,diesel,1900.0,silver,mechanics,front-wheel drive,M
30533,bmw,3-seriya,3550,1999,with mileage,259000.0,petrol,1800.0,black,mechanics,rear drive,D
30534,chevrolet,silverado,8750,1999,with mileage,238000.0,petrol,5300.0,gray,auto,part-time four-wheel drive,
30535,renault,laguna,1900,1998,with mileage,200000.0,petrol,1600.0,green,mechanics,front-wheel drive,D
30536,mercedes-benz,b-klass,7500,2006,with mileage,265000.0,diesel,2000.0,gray,auto,front-wheel drive,M
30537,renault,kadjar,15150,2016,with mileage,170000.0,diesel,1500.0,blue,mechanics,front-wheel drive,J
30538,peugeot,3008,8700,2013,with mileage,218000.0,petrol,1600.0,black,auto,front-wheel drive,C
30539,volkswagen,bora,4150,2001,with mileage,233000.0,petrol,2000.0,green,auto,,C
30540,mazda,6,6150,2006,with mileage,220000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
30541,mazda,3,6700,2010,with mileage,171000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C
30542,audi,a4,4100,1999,with mileage,460000.0,diesel,2500.0,silver,mechanics,front-wheel drive,D
30543,citroen,xsara-picasso,2700,2002,with mileage,287000.0,diesel,2000.0,silver,mechanics,front-wheel drive,C
30544,volvo,s40,6800,2007,with mileage,206600.0,petrol,2400.0,black,auto,front-wheel drive,C
30545,volkswagen,beetle,2999,1999,with mileage,220000.0,petrol,2000.0,blue,mechanics,front-wheel drive,C
30546,volkswagen,sharan,4500,1997,with mileage,290000.0,diesel,1900.0,red,mechanics,front-wheel drive,
30547,volvo,s40,1600,1996,with mileage,300000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
30548,hyundai,santa-fe,9500,2006,with mileage,384000.0,diesel,2200.0,blue,auto,all-wheel drive,J
30549,opel,vectra,500,1992,with mileage,5000.0,petrol,1600.0,gray,mechanics,front-wheel drive,D
30550,chrysler,sebring,6900,2006,with mileage,217000.0,petrol,2400.0,burgundy,auto,front-wheel drive,
30551,seat,toledo,800,1995,with mileage,38456.0,diesel,1900.0,white,mechanics,front-wheel drive,C
30552,renault,megane,1046,1996,with mileage,300000.0,petrol,1400.0,green,mechanics,front-wheel drive,C
30553,bmw,5-seriya,7200,2000,with mileage,378369.0,diesel,3000.0,black,auto,,E
30554,volkswagen,passat,6100,2005,with mileage,202000.0,diesel,1900.0,other,mechanics,front-wheel drive,D
30555,mercedes-benz,m-klass,27950,2012,with mileage,155000.0,diesel,3500.0,brown,auto,all-wheel drive,J
30556,gaz,69,1000,1954,with mileage,100000.0,petrol,2400.0,green,mechanics,part-time four-wheel drive,
30557,chevrolet,trailblazer,8900,2004,with mileage,218013.0,petrol,4200.0,white,auto,part-time four-wheel drive,
30558,ford,orion,150,1991,for parts,500000.0,petrol,1400.0,other,mechanics,front-wheel drive,C
30559,mitsubishi,space-star,2600,2001,with mileage,210000.0,petrol,1600.0,silver,mechanics,front-wheel drive,M
30560,bmw,7-seriya,5900,2002,with mileage,180000.0,petrol,4400.0,black,auto,rear drive,F
30561,volkswagen,transporter,3500,1995,with mileage,300000.0,diesel,2400.0,gray,mechanics,front-wheel drive,M
30562,renault,grand-scenic,11700,2013,with mileage,92000.0,diesel,1500.0,black,mechanics,front-wheel drive,
30563,citroen,c5,6200,2006,with mileage,330000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
30564,saab,9-5,2600,1998,with mileage,330000.0,petrol,2300.0,silver,auto,front-wheel drive,E
30565,mercedes-benz,e-klass,27900,2016,with mileage,115000.0,petrol,2000.0,black,auto,,E
30566,hyundai,lantra,1806,1998,with mileage,290000.0,petrol,1500.0,blue,mechanics,front-wheel drive,C
30567,lancia,lybra,1800,1999,with mileage,340000.0,diesel,1900.0,green,mechanics,front-wheel drive,D
30568,opel,meriva,3000,2005,with mileage,153000.0,petrol,1600.0,silver,mechanics,front-wheel drive,M
30569,renault,clio,2750,2000,with mileage,188000.0,petrol,1400.0,blue,auto,front-wheel drive,B
30570,mazda,protege,3800,2001,with mileage,214000.0,petrol,2000.0,white,mechanics,front-wheel drive,
30571,nissan,armada,7999,2004,with mileage,391000.0,petrol,5600.0,black,auto,part-time four-wheel drive,
30572,peugeot,308,6450,2012,with mileage,94000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C
30573,citroen,xsara,1200,1998,with mileage,425000.0,petrol,1600.0,green,mechanics,front-wheel drive,C
30574,hyundai,tucson,11400,2010,with mileage,130000.0,petrol,2400.0,black,auto,part-time four-wheel drive,J
30575,fiat,punto,8700,2015,with mileage,46000.0,petrol,1200.0,silver,mechanics,front-wheel drive,B
30576,audi,a8,9000,2004,with mileage,302000.0,diesel,4000.0,black,auto,all-wheel drive,F
30577,kia,sorento,6300,2003,with mileage,280000.0,diesel,2500.0,burgundy,mechanics,part-time four-wheel drive,J
30578,volkswagen,passat,2950,1994,with mileage,400000.0,petrol,1800.0,white,mechanics,front-wheel drive,D
30579,opel,insignia,15500,2016,with mileage,120071.0,diesel,1598.0,black,auto,front-wheel drive,D
30580,gaz,3110,1200,2000,with mileage,75000.0,petrol,2200.0,other,mechanics,rear drive,E
30581,buick,encore,13500,2016,with mileage,43900.0,petrol,1400.0,white,auto,,
30582,honda,civic,900,1995,with mileage,262806.0,petrol,1600.0,black,mechanics,,C
30583,audi,a4,8500,2006,with mileage,360000.0,petrol,2000.0,gray,mechanics,all-wheel drive,D
30584,seat,toledo,1200,1997,with mileage,219000.0,petrol,2000.0,green,mechanics,front-wheel drive,C
30585,audi,a4,5000,2002,with mileage,206000.0,petrol,2000.0,purple,mechanics,front-wheel drive,D
30586,mazda,6,5000,2005,with mileage,250000.0,petrol,2300.0,gray,mechanics,front-wheel drive,D
30587,nissan,almera-tino,2800,2001,with mileage,260000.0,petrol,1800.0,green,auto,front-wheel drive,M
30588,toyota,carina-e,2000,1996,with mileage,230000.0,petrol,1800.0,black,mechanics,front-wheel drive,E
30589,bmw,5-seriya,9600,2006,with mileage,359000.0,diesel,2000.0,black,mechanics,rear drive,E
30590,nissan,teana,11000,2011,with mileage,173000.0,petrol,2500.0,black,auto,part-time four-wheel drive,D
30591,land-rover,range-rover,23000,2011,with mileage,92000.0,diesel,4400.0,black,auto,all-wheel drive,J
30592,renault,laguna,1450,1998,with mileage,300000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D
30593,fiat,freemont,19200,2014,with mileage,120000.0,diesel,2000.0,black,mechanics,front-wheel drive,
30594,renault,laguna,1450,1995,with mileage,340000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
30595,volkswagen,touareg,12500,2004,with mileage,228000.0,diesel,2500.0,silver,auto,part-time four-wheel drive,J
30596,peugeot,308,5100,2009,with mileage,130000.0,petrol,1600.0,white,mechanics,front-wheel drive,C
30597,mercedes-benz,s-klass,26500,2012,with mileage,111000.0,petrol,3500.0,black,auto,all-wheel drive,S
30598,opel,zafira,8780,2011,with mileage,172000.0,petrol,1800.0,silver,mechanics,front-wheel drive,M
30599,pontiac,vibe,4900,2005,with mileage,265000.0,petrol,1800.0,silver,auto,front-wheel drive,
30600,bmw,3-seriya,1001,1985,with mileage,280000.0,petrol,1800.0,white,mechanics,rear drive,D
30601,mazda,rx-8,6490,2007,with mileage,152887.3,petrol,1300.0,black,auto,rear drive,
30602,chevrolet,orlando,11300,2014,with mileage,99000.0,petrol,1800.0,gray,mechanics,front-wheel drive,M
30603,hyundai,i20,4800,2009,with mileage,220000.0,diesel,1600.0,red,mechanics,front-wheel drive,
30604,bmw,3-seriya,3500,1997,with mileage,282000.0,petrol,2000.0,green,mechanics,rear drive,D
30605,bmw,5-seriya,1500,1994,with mileage,250000.0,petrol,1800.0,black,mechanics,rear drive,E
30606,toyota,alphard,30000,2012,with mileage,190000.0,petrol,3500.0,black,auto,front-wheel drive,
30607,opel,zafira,11200,2015,with mileage,141000.0,diesel,1600.0,white,mechanics,front-wheel drive,M
30608,opel,monterey,4000,1997,with mileage,280000.0,petrol,3200.0,green,auto,part-time four-wheel drive,
30609,volkswagen,vento,1400,1992,with mileage,220000.0,diesel,1900.0,white,mechanics,front-wheel drive,
30610,audi,a6,9300,2005,with mileage,420000.0,diesel,3000.0,red,auto,all-wheel drive,E
30611,opel,zafira,7300,2008,with mileage,97000.0,petrol,1800.0,silver,auto,front-wheel drive,M
30612,lincoln,town-car,6500,1996,with mileage,230000.0,petrol,4600.0,white,auto,rear drive,
30613,toyota,rav4,6700,2004,with mileage,286000.0,diesel,2000.0,gray,mechanics,all-wheel drive,J
30614,volkswagen,transporter,2500,1991,with mileage,112665.0,diesel,2400.0,burgundy,mechanics,front-wheel drive,M
30615,volkswagen,touran,4150,2005,with mileage,442065.0,diesel,1900.0,silver,auto,front-wheel drive,M
30616,citroen,c4-picasso,11700,2015,with mileage,132008.0,diesel,1600.0,other,auto,front-wheel drive,C
30617,toyota,verso,13500,2013,with mileage,187000.0,petrol,1800.0,gray,auto,front-wheel drive,M
30618,peugeot,308,6655,2010,with mileage,93500.0,petrol,1600.0,black,mechanics,front-wheel drive,C
30619,volkswagen,polo,4000,2009,with mileage,150000.0,petrol,1200.0,blue,mechanics,front-wheel drive,B
30620,renault,grand-scenic,11670,2015,with mileage,140000.0,diesel,1500.0,gray,mechanics,front-wheel drive,
30621,nissan,terrano,4000,1994,with mileage,346000.0,petrol,3000.0,gray,auto,part-time four-wheel drive,J
30622,audi,80,2300,1989,with mileage,350000.0,petrol,1800.0,red,mechanics,front-wheel drive,D
30623,audi,100,1600,1991,with mileage,520000.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,E
30624,renault,megane,999,1996,with mileage,122.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
30625,audi,a4,5181,2001,with mileage,380000.0,petrol,2000.0,other,mechanics,front-wheel drive,D
30626,opel,vectra,2500,2000,with mileage,397000.0,diesel,2000.0,green,mechanics,front-wheel drive,D
30627,seat,toledo,1650,1998,with mileage,340000.0,petrol,1600.0,red,mechanics,front-wheel drive,C
30628,peugeot,607,4500,2003,with mileage,280.0,diesel,2000.0,green,mechanics,front-wheel drive,E
30629,volkswagen,passat,8000,2008,with mileage,350000.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
30630,peugeot,307,4950,2003,with mileage,358000.0,diesel,2000.0,black,mechanics,front-wheel drive,C
30631,renault,scenic,2500,1999,with mileage,230000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M
30632,honda,civic,1500,1993,with mileage,40000.0,petrol,1400.0,burgundy,mechanics,front-wheel drive,C
30633,fiat,marea,1350,1999,with mileage,399900.0,diesel,1900.0,green,mechanics,front-wheel drive,C
30634,nissan,x-trail,5499,2001,with mileage,415000.0,petrol,2000.0,silver,mechanics,part-time four-wheel drive,J
30635,opel,vectra,5100,2004,with mileage,240000.0,petrol,2200.0,silver,mechanics,front-wheel drive,D
30636,ford,focus,5500,2006,with mileage,175000.0,petrol,2000.0,gray,mechanics,front-wheel drive,C
30637,zaz,1102-tavriya,550,1994,with mileage,36000.0,petrol,1100.0,red,mechanics,front-wheel drive,B
30638,volkswagen,golf,3100,2001,with mileage,1.0,petrol,1400.0,silver,mechanics,,C
30639,ssangyong,rexton,8400,2008,with mileage,200000.0,diesel,2700.0,brown,auto,all-wheel drive,J
30640,ford,escape,7900,2008,with mileage,263246.18116,petrol,2300.0,silver,auto,front-wheel drive,J
30641,fiat,stilo,3250,2003,with mileage,210000.0,petrol,2400.0,purple,mechanics,front-wheel drive,C
30642,volkswagen,passat,1750,1989,with mileage,395000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
30643,mercedes-benz,viano,21650,2011,with mileage,221000.0,diesel,3000.0,black,auto,rear drive,M
30644,citroen,evasion,3780,1999,with mileage,328000.0,petrol,2000.0,green,mechanics,front-wheel drive,M
30645,volkswagen,passat,18300,2015,with mileage,166000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D
